Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/19/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Bangladesh,BGD,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,28.70320489,25.07490456,20.1344305,23.32131038,22.08391008,18.91356989,21.63562547,21.90162866,23.70900991,25.54830554,38.5377686,37.27691138,30.65181187,29.64464306,34.16126419,27.21728165,19.71312542,16.27297302,14.54046446,15.98593736,13.80643365,12.01610429,10.4164808,10.91889164,10.60419301,9.64183503,10.18085588,8.255083709,7.085518766,7.612517852,5.456860516,7.033750716,5.31864338,6.042068946,5.083041824,5.629773752,6.03570025,6.110143101,6.134665739,5.001059616,4.92101274,5.799034299,6.795393733,13.14455259,10.45921111,11.44175596,11.23921622,12.59397994,15.76583012
Bulgaria,BGR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,0.715176616,1.712412863,2.989189961,4.118878463,10.2276729,15.60209816,17.19504188,22.16681202,26.8262248,19.44098485,6.571397596,8.750800528,6.576362227,13.03604751,16.46138167,19.77625214,20.15351732,21.92954896,20.70493945,17.50608756,17.50331547,16.67115055,9.994729988,15.89860227,25.27217466,17.0257885,22.55569727,17.71032487,19.97545367,16.12925224,12.76567704,13.90294979,16.70899428,13.84050043,28.26474722,22.81489361,21.14758593,15.25949416,12.69880084,12.15443985,10.83521077,14.17725927,10.74018674,11.09181428
Bahrain,BHR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahamas, The",BHS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.20269787,14.22231865,13.88594548,7.988797366,7.644217598,6.951514431,7.344203448,7.438151392,7.994103733,7.474530505,8.796003447,10.05663874,22.20546773,18.9291632,20.69240377,21.6085631,30.80869296,18.50323117,16.97681474,13.9498325,11.36902619,8.687350906,13.69400529,7.903695235,13.53416481,10.83513253
Belarus,BLR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64391103,4.279360169,3.442433085,2.303198346,2.429843235,2.827775071,4.201043659,5.508972451,4.303336527,4.374446578,3.883470195,2.539471509,3.956638358,3.449521214,4.051147554,3.790620223,6.775541385,5.904897162,6.886114446,9.527576683,10.37749622,12.11892522,14.89635717,20.31890734,11.77558878,13.3189514,10.45164568,11.27580959,8.623196578,14.06451474,16.13326211,10.46978752
Belize,BLZ,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,6.666035643,13.38861594,10.99050035,9.584013783,8.289310329,7.879762537,7.165314442,6.370871684,5.572350293,6.274180132,8.853573104,12.1959164,12.77023186,11.71825354,13.76920125,11.61052109,17.92762401,22.34439756,39.02608478,29.38994043,61.85409967,36.84930204,17.58684824,78.95392168,16.89445375,17.12802411,15.24163256,13.84330807,14.88362099,12.74898027,8.437666778,9.406373161,10.49176842,10.06343476,10.52604659,9.366430247,11.023768,58.93269789,5.571489747,7.348247313,7.671211318
Bermuda,BMU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,22.56822586,24.83973558,53.45872592,34.10883388,35.46032554,36.21054092,59.74877534,51.86040903,63.88089981,50.29846503,37.44749801,34.33527536,54.93067682,33.50250135,39.3681214,35.72214947,37.24996912,37.89424386,29.53461656,29.96187133,31.22189518,31.85163184,29.61712215,28.91298507,39.84833578,33.53620436,29.12139679,21.41675012,19.77287419,15.66352101,9.69615044,13.95370693,12.90130894,10.32692651,9.477805116,4.823567899,5.247560428,4.255668878,6.977643976,9.898839527,9.219539095,10.02414778,9.519566564,10.36523628,15.56406033,14.01085492,16.27510442,14.20597868,17.78763566
Brazil,BRA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,43.82910528,38.31543537,42.82029128,58.40980973,63.13773162,63.63773557,66.59228741,82.11851501,54.91543568,45.59477271,39.34405599,46.48183017,41.84985597,45.93392436,36.54208099,22.63833207,23.42508925,21.24073738,25.15825937,31.24183906,38.56568186,43.69477887,59.8465348,80.75591555,116.5638942,86.65499186,71.14553747,71.53364161,67.67868398,48.32353894,45.98864157,38.32985608,28.28906243,23.62994165,23.67122776,18.42966827,18.76905155,15.73141323,28.06711814,22.94844221,39.7792836,51.05497558,34.76795269,33.30944369,53.47027741,50.35210916,46.7278547,29.90404498,53.54342386,26.74393391
Barbados,BRB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79220346,4.845858422,11.85070998,12.68448924,14.41665316,11.20680852,18.70102121,11.82092629,13.17508509,18.10434,17.55958019,11.92263517,11.41777455,8.352126454,8.743303625,17.32419118,16.19486951,15.60940433,16.57762417
Botswana,BWA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,3.212676095,1.553859986,1.889391894,2.460417063,1.611591766,1.891514982,1.613772166,2.245753115,3.006210534,3.711963074,5.350261346,4.254689815,3.871231001,4.243159377,3.339350736,4.348678113,3.445903511,3.905576793,3.618104504,4.010759391,3.147542087,5.243558184,2.825228944,2.595479036,2.165114031,2.033677942,1.712494424,1.954182431,1.231103556,1.034729445,0.934225509,0.96699654,0.722587202,1.177485789,1.043672343,1.397484441,1.058015768,0.885818319,2.145045752,0.672762053,3.32688649,1.979749582,2.442898844,2.360557219,3.01630581,3.751833597,2.014933579,1.929555676,3.666501877,4.717979534
Central African Republic,CAF,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,3.314105587,3.578309185,2.348876901,4.864356498,6.087030331,5.05449204,12.84641864,16.27196151,14.21996467,15.0850961,14.06500551,13.78256868,15.66819111,13.21289172,8.319712488,9.256057898,4.963946746,12.93195406,,,,,,,,,,,,,,,,,,,,,,,,,8.85123079,4.905616402,5.37314441,5.900482138,10.08772674,13.39662512
Canada,CAN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,8.592454983,10.88092159,7.959295314,8.372678463,9.701646683,9.593813443,9.6339833,11.36478464,11.68547504,11.92966412,10.21035239,11.14333933,8.915396208,9.884747902,8.803153264,12.61343148,12.5451629,16.80116505,13.13491604,11.46971619,12.14668698,8.119865497,3.726291153,3.384675787,2.633075189,2.376860398,2.071532243,2.910785026,2.896430978,2.916652724,3.084647551,3.039701896,3.019717453,4.902748896,6.918755436,7.58735987,8.252718966,9.495168722,9.194780342,8.687544516,11.33357407,11.83072034,8.592860775
Cote d'Ivoire,CIV,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,9.462689016,11.26407321,10.92730052,15.31687226,20.11095252,38.65920826,52.57535953,54.14557838,49.93734746,37.54997973,34.82504575,35.44800064,38.40213199,32.38722198,33.22682537,35.43789728,37.86153858,32.07808825,33.22303572,35.17184687,23.11221297,26.52582521,22.47049146,25.66785617,26.82006122,,,,,,3.521573178,2.836695851,4.389194727,8.964763731,8.984041995,5.859822329,5.267436169,5.417396492,7.955711053,7.145863577,6.358645335,12.97286348,17.0951138,12.31552045,21.18575006,17.9986903,10.32197639,12.91166555,20.05020964,24.72837361
Cameroon,CMR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,6.914366124,9.559538051,10.35524882,13.33392779,16.5895444,21.50899577,19.04240541,20.41047006,30.22562117,26.11492404,30.78260066,29.1029226,17.28633275,20.52414141,17.64311438,16.51184324,24.5658367,21.30046372,21.00655359,20.08497589,20.27056835,21.1530501,24.80269608,20.73092986,11.92670777,11.5080683,13.4592567,15.61905657,19.12469787,15.24030239,7.594099782,5.90080503,7.35924774,3.559765758,4.318053427,3.135196675,3.33088125,6.054746859,7.357072471,13.39247547,10.67645537,14.06454187,14.24188622,20.85882089,25.55850109,20.58309121,20.14974156,
"Congo, Dem. Rep.",COD,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.898641659,9.179745321,7.62714492,7.674513007,12.37430715,3.079198244,2.463755766,2.518194113,2.882848525,2.818988665,3.257106084,3.594933275,2.954766243,2.015090203,2.278057356,1.930166718,1.426664045,3.094133376,1.63073207,1.321422305
"Congo, Rep.",COG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,5.371887642,13.34797795,10.5763387,20.54029461,19.98576884,28.66600458,26.64670351,34.40373068,46.23585029,45.0343546,46.06832987,27.92677061,34.57225157,26.26417989,14.71631796,13.33990492,54.12979629,13.49301641,20.74479658,7.683055677,3.069213334,1.539322349,1.700320919,4.241169944,1.207061876,2.280760009,5.815131159,2.253938156,1.380394013,1.836657104,2.00642003,2.788958979,1.332513485,1.13269575,1.651283475,4.551977879,5.097090286,8.093682318,7.828248948,,,6.379389373,13.64906494,6.374523081,13.62724131,13.28987556,13.56441917
Colombia,COL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,28.4917649,27.85927384,27.40891022,23.08301333,22.02967755,15.11892001,13.69475746,11.30351558,12.1011284,14.85124025,16.59519157,22.83447683,30.45950962,39.54741083,30.91484835,43.06090721,34.07509269,40.08237359,47.59709626,51.71376336,43.10680683,39.80859392,41.38431764,35.41840591,49.1849052,33.74744132,39.16513199,30.00294589,31.67604928,44.67189372,30.56713511,39.70112354,45.78560138,52.97376479,37.8899423,39.98215999,32.81746155,23.25051524,17.40239575,21.46477476,20.08225192,15.13555009,21.06849423,13.91538924,21.64394889,27.59836421,33.15054068,40.90777251,40.78475627,32.96493509,50.76833602,44.61854241,33.80397307,36.71824097,42.99759333
Comoros,COM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,2.872143788,4.345090945,3.754231175,6.442619467,26.00893228,10.65470094,7.588962842,5.854305273,2.579244195,3.832700081,2.907973534,15.68866317,11.02776464,3.880728143,6.610090324,1.959866441,,,,,,,,4.754913007,5.523667293,6.768894277,5.911020206,34.03397777,15.45944286,14.61044568,4.736684981,3.805202715,13.22923307,0.540012364,0.591865638,7.198585983,5.503302987,2.944787229,4.789551938,6.056897091,13.91912088,2.541560166,2.725557935,11.54315702,17.34469832
Cabo Verde,CPV,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,1.156171893,4.401991388,7.753421372,16.23543099,15.65496083,12.6165472,16.22453,17.03150606,11.45857212,9.078295135,14.73569021,18.85187143,12.35451615,14.33356484,11.15425159,7.68825813,10.52865047,17.00784403,16.28087589,11.07847963,8.174061976,11.87017534,7.269423516,7.9273514,9.573611099,6.429392957,4.977843513,4.250071208,5.625933755,5.44156361,4.744522317,6.544206789,5.766241498,5.630782013,7.492960589,6.677860772,6.907478916,6.849872286,6.752255383,14.18993207,12.26280954,11.96514037,15.16579229,12.62393765
Costa Rica,CRI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.690490798,4.710109115,3.616219163,4.666565105,5.048643286,5.419845679,3.131669388,2.202800788,4.358481219,6.90657139,5.211296025,5.256922343,5.668764707,6.931979434,5.564394889,7.677729431,8.932078492,8.268295974,7.765888225,7.879536478,8.684219485,8.378944458,1.277379669,1.061815897,1.240376334,2.147563115,1.717335067,1.585671084,1.525283227,1.883921354,1.171050989,1.313988903,1.639063308,2.52675253
Dominica,DMA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,2.490337295,2.806670031,5.633792087,10.98611872,11.20368653,8.488619575,11.86902908,8.569430194,9.538675829,6.633431012,6.436468038,6.054736874,7.501499533,7.544349889,6.342111284,5.636306339,7.83911329,6.986344975,6.894510799,6.700606845,11.24111531,7.969181002,8.680816977,9.415695175,9.790030045,9.78222967,10.31703116,9.430682998,10.41325315,6.878188754,7.154691067,9.600893497,9.596634941,7.875809777,12.04727184,11.50509985,14.92085934,22.62717435,16.70939393,26.44562097,19.80061726,20.99605396,22.75488035,29.4152919
Denmark,DNK,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,17.93462282,17.77236287,14.08843917,15.99635215,9.735038085,11.06790903,13.19603969,15.38668797,20.21858139,28.04585317,29.21212924,26.30410497,34.96139758,30.25216317,19.68150954,22.97186823,26.61153505,19.8605458,18.07008373,15.91006543,12.45483894,14.04789635,18.03468615,6.836076948,9.572217226,10.80328659,10.9017507,9.684891043,7.735398691,7.209929283,8.534309446,10.80397981,11.44879589,13.2218079,10.97581513,9.139452093,15.18002044,15.13275987,15.07138707,16.6538393,11.16107791,10.76279665,16.47355445,17.32824319,18.4215063,29.86309536,18.60135196,15.58024945,14.25722611,17.4118159,40.41845871,16.71983833,14.18634442,18.93129936,22.04072141
