Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/19/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
American Samoa,ASM,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.9375,207.4427481,202.3575639,223.2,229.8174442,218.1467181,249.8214286,161.3333333,157.9406632,157.5438596,176.40625,173.8244514,174.8055988,162.4071322,159.1654247,161.4379085,171.8309859,156.568779,154.368932,136.8,124.684271,,
Antigua and Barbuda,ATG,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.5461611,130.0715499,132.0259179,127.6643236,130.6551527,137.5377836,94.28952989,101.0749606,117.7035278,,
Australia,AUS,Trade (% of GDP),NE.TRD.GNFS.ZS,26.96676483,27.33935572,26.48742703,26.7521545,28.6110328,28.3979851,27.97411851,26.69262702,26.69811643,25.20882873,26.11471861,25.51691729,24.72149374,25.09620781,26.28670692,28.92959247,26.82497274,28.59100251,28.1375941,29.58132573,32.25251289,31.55766445,30.28078244,29.13310278,28.50692481,32.44920203,32.96771032,32.47057182,32.52367736,32.02352769,32.11002835,32.14569097,32.99817163,35.35027695,36.4066118,37.64687404,38.17402088,37.9217015,39.92406646,38.96024671,40.86312577,44.1337314,41.38131281,40.13480118,36.95051596,39.09788226,41.48789235,41.92974513,42.75222079,45.59361209,40.39050709,41.72198601,43.01984955,41.10051188,42.29930954,41.49475069,40.81340222,42.03541353,43.57322536,46.00168271,44.4995641,40.20223594,45.69464188,49.04433932,47.14538111
Austria,AUT,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,55.07611932,54.59430952,54.50952613,54.67095989,59.80196966,56.82169664,60.15188981,60.51462521,59.90261924,63.56620002,67.08778144,68.66550399,64.3692404,62.71784384,66.83679753,70.35874876,64.26632074,63.10088184,66.82429381,70.81573622,71.76948195,70.32385669,67.89610882,63.51382704,66.24657391,68.52500575,70.4693163,75.24447603,77.34952166,78.56293298,85.84260773,87.99625672,87.58449371,86.88222632,91.47422019,94.67475478,98.78572532,101.3649584,102.7437044,87.6004931,99.64488255,105.7750984,105.8407914,104.985374,104.49674,103.1175817,101.5734946,105.5560668,108.37797,108.2072849,99.94821411,111.0329321,123.5795787,115.1529148,108.8257778
Azerbaijan,AZE,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.08321965,86.86377246,140.7999834,133.4904459,55.34931946,85.89371075,80.84974017,82.07896653,77.2278091,69.82596488,78.54856828,78.81518549,92.81814433,107.5519485,121.5071159,115.8418846,105.2623998,96.64180815,89.24289686,74.74404168,74.98598846,80.50804501,78.26306954,74.67584476,69.4832252,72.60150791,90.07731873,90.40231568,91.67257654,85.81814541,72.01786765,76.28686569,86.98227325,83.53588612,82.68986916
Burundi,BDI,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,87.72730198,85.58408077,85.21443873,94.14409402,105.2710776,91.52374868,96.81575843,95.67752274,92.31260394,101.5729705,103.0554478,110.2213521,117.9253495,120.3955625,128.230735,123.8769861,112.3270245,109.9190999,116.4229466,124.9369327,121.4678511,118.5901377,115.0692875,109.012737,113.2323,116.3785678,119.2127758,125.6889401,124.7091226,125.1699905,142.2301351,139.5768398,136.0851495,132.7155528,136.9184053,144.5290507,149.5675093,152.4684469,161.0884478,135.1384057,150.1625636,160.7655169,160.3833014,157.5736228,158.571611,155.068682,159.0576966,166.9040782,168.2776929,165.4654789,156.9501213,177.3818924,191.1790313,165.8469465,158.9318263
Benin,BEN,Trade (% of GDP),NE.TRD.GNFS.ZS,18.23419982,14.11812169,13.47712766,15.44725902,17.38050343,22.17327364,23.04260784,27.43808832,28.41122937,33.20172495,39.63790345,45.61841272,41.18455161,41.61214261,43.8114045,47.94122796,44.01975771,50.95968552,51.07045265,54.53816815,53.1386196,59.8893721,57.85733537,45.34201189,50.51130349,60.30121798,49.2914177,46.21813521,45.88682803,38.30036736,45.72018215,51.34471684,56.7407458,55.38179913,64.40047925,63.80014001,56.51779145,58.71162961,59.5936253,54.39178915,47.3481515,48.25717064,43.76842254,41.61623056,39.90297434,39.09593119,39.77469871,49.11378415,47.77535927,44.70262906,51.43085995,47.21702881,50.73673678,59.20019183,65.26827494,56.75631318,58.98692834,61.47659696,61.79519449,63.68133231,44.83323338,48.05486083,44.38159289,44.66313082,40.63980224
Burkina Faso,BFA,Trade (% of GDP),NE.TRD.GNFS.ZS,20.70137006,21.21886244,21.23794839,21.24850128,14.31727564,16.02921712,16.70021919,18.85581328,21.49212882,22.34960836,21.59701042,25.44255661,27.68872686,29.23133631,32.79367889,37.49937071,35.21349568,38.40353376,35.21924848,37.52857807,40.21302868,40.71152425,39.81975144,37.45829725,39.71870566,40.94754698,37.96172942,39.43994633,38.12968228,32.39475994,35.42265044,33.79623643,28.37401638,29.62508395,39.22922224,40.74747142,38.18029777,37.41641878,40.93978358,35.25481578,35.12294197,31.65817081,31.31252285,30.36823641,35.4809436,34.17216977,35.10654236,33.77971729,35.38531698,40.29598367,49.07323854,57.4972531,61.23860798,64.0358513,58.82356249,59.08918131,57.8931728,59.2687802,60.59562562,60.40869288,60.73977864,62.42035866,67.52029013,63.13268517,60.50242229
Bangladesh,BGD,Trade (% of GDP),NE.TRD.GNFS.ZS,19.30394367,22.48235237,21.55484828,21.63976306,24.15026781,23.02931371,22.93610297,21.90186011,19.93714038,19.81132117,20.82059695,17.01907184,19.40728956,18.39465651,14.04962107,10.99562613,22.38227493,19.4221982,21.03851496,21.90706354,23.37723111,19.24715909,20.60692419,20.31688062,16.81172717,18.22218462,17.01874251,16.68779763,17.67806431,18.32517402,18.96650201,18.88982689,19.9340055,23.12158307,22.86586455,28.20949608,26.07608772,26.32551339,27.8800634,28.38794056,29.32171436,32.09801707,28.96738072,27.6578849,26.85823415,34.39693486,38.11192443,39.94238265,42.62091403,40.09279622,37.80284267,47.42084984,48.11092275,46.29640272,44.5140802,42.08599631,31.33415013,29.99973067,32.51463172,31.57805449,26.27144738,27.7240047,33.77996727,30.98297141,26.7780758
Bulgaria,BGR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,66.39641735,70.1610468,67.49939682,74.08786299,78.37731166,85.99736772,83.50356439,83.40765316,91.46175131,94.57897077,69.84706085,82.68238762,100.0498008,84.04148545,90.72012938,55.262735,85.82079145,86.46373647,77.04520303,90.07496166,77.74570416,79.08136875,75.26961101,79.01388537,93.06389796,99.71421121,111.0474628,123.5325577,124.6887475,92.6926456,103.3805223,117.4181039,123.9713227,129.688683,130.2483771,126.7366422,122.8055144,129.634429,129.1665029,125.2604183,110.4238998,121.2140883,138.8448772,119.899506,110.2263146
Bahrain,BHR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,210.4985363,220.8673692,198.5464254,166.7748507,167.3884395,168.51412,161.4021983,166.8938839,151.9997204,163.8209435,184.8288047,158.8677966,159.2918983,144.7630456,136.4734709,134.0867323,144.3334505,130.672449,113.001419,124.7357372,135.8091353,127.0262663,131.1336342,128.0915822,140.73731,148.3135251,147.1041811,137.7850506,145.8825111,117.9637254,115.5614864,167.529641,178.8240208,184.5895088,168.5758581,147.9160602,132.8229979,136.4292398,144.0753726,135.4175434,135.460985,153.7993165,167.1412412,157.4478547,157.8184921
"Bahamas, The",BHS,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,148.7938289,150.1802018,129.075265,133.2584438,129.7511392,125.3373883,124.5844875,121.8950566,124.0617109,121.7229525,117.1260176,,111.0003266,110.1200253,106.1186181,101.4615632,103.3599612,104.4019638,104.4654418,105.856747,79.73488557,77.72616717,75.70273833,79.64494389,72.50088064,70.27798171,71.06354051,76.00198337,81.39627092,87.5507143,88.01281556,87.42922288,76.52104396,78.67560243,88.33368916,84.25152047,84.54841389,80.53702723,69.67797527,67.21292158,68.33428404,72.1542686,68.78662348,53.42075807,65.93254133,75.98296011,76.54947516,79.24245869
Bosnia and Herzegovina,BIH,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8472277,91.87961266,107.5000435,100.6309648,125.6666091,121.8205416,85.35774313,86.03573401,78.72747836,80.56945726,81.81268618,84.35546282,79.82994778,83.55185889,86.16287984,73.74749423,80.96821596,87.83634771,88.14510886,87.93123803,90.55227804,88.29199259,88.244034,96.64588036,98.43206942,94.51612515,82.5216468,96.73911444,110.2052844,99.6330318,95.15629571
Belarus,BLR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6073903,66.66666667,117.3913043,150.964467,155.3757095,103.7181948,96.77489979,125.5161792,122.9576977,120.8351178,141.609166,137.0449305,131.0020583,134.1418523,142.1365104,118.8843517,124.2951039,128.153878,129.5994785,108.6356448,115.917973,157.9742551,153.0852693,119.8159652,110.6514244,115.9148262,125.2093229,133.3677547,139.3937363,130.8504061,118.9341761,136.0141679,120.0242076,131.5846749,131.9179291
Belize,BLZ,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,78.69985859,80.00367018,71.8370006,69.05004997,80.76390098,67.07328402,69.67048587,76.84657249,81.49214616,78.41603462,79.39374212,79.17796596,80.34747549,75.74810887,80.88297026,77.33676281,79.57390763,85.45073149,85.28376928,93.32229883,96.60184471,93.16240505,93.07945847,94.36312289,86.38535368,92.99712663,98.88107432,95.95555115,105.4618743,89.58088439,94.85815915,106.9149602,111.1666524,108.6726141,107.1125175,104.0709588,96.49983583,97.70725718,100.9892144,102.4418569,81.64314331,98.98243694,107.8402501,106.4005059,108.9724465
Bermuda,BMU,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.59508034,76.27043681,73.78230306,76.2701067,76.51674746,73.29549852,72.74990938,72.39242845,77.55527038,77.56010165,69.19370023,71.40816981,75.19722503,73.59091864,75.29024433
Bolivia,BOL,Trade (% of GDP),NE.TRD.GNFS.ZS,40.14288904,39.73727422,40.75464614,43.32287308,43.77224199,48.14763231,47.73584906,48.51319746,43.81868132,43.67077146,48.9571263,45.78979717,45.13157895,56.03434631,62.09013468,58.15495241,57.56306364,56.41907062,52.70338555,51.57077929,46.81329151,46.21976714,58.46829881,52.35579794,49.47473086,41.89279119,47.0313574,43.62265667,41.90625186,45.65468554,46.70327258,48.44496887,49.11085788,47.46712569,48.8608505,49.7379871,49.85629137,50.46966281,52.28116296,44.16825649,45.59777502,45.22782243,49.35026037,51.96783644,57.46426609,67.64194136,74.53784843,76.06191145,82.8670209,68.62707391,75.51162625,82.48039542,84.94876117,81.23090753,85.26446956,67.93284519,56.4010345,45.57611237,46.92619534,45.82097327,37.51643424,47.66708432,57.52493358,49.60832556,46.97787161
Brazil,BRA,Trade (% of GDP),NE.TRD.GNFS.ZS,12.61547153,12.89339678,9.384850143,17.93998442,12.20580536,12.8920351,12.26329411,11.35438435,12.59062636,13.27592469,14.47917337,14.65091698,16.13195262,16.85618914,20.96777807,18.23433037,16.41554798,15.15524941,14.5778876,16.56688261,20.15540749,19.63292399,16.49117037,21.90035252,23.83007467,20.44976658,15.86065415,16.26239734,17.76724471,14.39087765,15.15559908,16.59207776,19.25337479,19.59932055,18.6747598,16.98446,15.63559148,16.57620926,16.43858493,20.98216647,22.63976136,26.93628502,27.61835741,28.14038472,29.67825248,27.08679521,26.04169989,25.29261138,27.25756942,22.10597561,22.77217811,23.93440518,25.11427361,25.78595733,24.68540581,26.95362594,24.53368208,24.31973437,28.87620338,28.89025787,32.30207854,37.65633076,38.81606598,33.66622983,35.58452394
Barbados,BRB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,49.71252775,53.11024905,52.13409894,52.1156793,51.84211116,50.65495387,47.95099483,49.80786319,50.87593603,52.0135766,,,,,,58.12116831,57.7484299,62.93761063,69.93564301,70.50571604,62.86961839,71.03725395,80.4854767,77.14880954,78.73060516,75.98935551,87.05533299,91.09978762,93.21618147,89.0856161,84.88216666,81.62011402,81.57095474,81.01141464,89.74542535,90.28708826,95.37154602,99.5379309,105.6409021,110.9395996,102.421001,89.89618825,87.31980133,85.17686043,93.89806177,108.5096584,110.2910037,147.1231124,146.9739659,136.8634347,132.5874396
Bhutan,BTN,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,54.11483635,66.78185914,64.68049557,61.11565009,61.24723096,69.75367493,73.76857643,64.28196092,80.48221951,68.81454222,61.21628744,75.97298581,91.76083757,78.75599335,72.10077936,83.88290865,84.62949143,85.21143723,85.58313509,85.86620598,74.02649711,71.09457473,70.2833172,72.84990066,89.0605518,97.74341354,108.1577949,106.9290224,101.9542357,101.5594116,105.0106667,102.7956002,94.04502715,95.05253828,87.9342562,89.63916046,76.38475285,76.78840169,79.73972033,76.1235167,71.83035104,77.58244827,85.57121652,81.73662787,
Botswana,BWA,Trade (% of GDP),NE.TRD.GNFS.ZS,65.91957811,69.74182766,72.76503188,76.3398002,77.38771244,82.31707317,80.21680217,75.38734111,86,75.33753375,85.56925308,94.71365639,97.91502754,100.7966952,105.6984852,107.3862555,116.7078825,120.2103879,120.5849269,119.3729422,119.5015463,121.2353923,123.8361801,124.6490648,118.7734707,117.5228082,117.4595896,123.5717533,114.4515902,105.3608646,104.8473204,99.55838535,89.75125459,86.20820501,88.18060973,94.59517165,90.95557528,108.6044152,101.8410393,98.9290812,91.92472969,87.52506557,91.83577406,85.83404252,90.99782289,88.50535206,86.61243391,98.49652494,99.00822201,88.48078863,94.63900209,98.96146778,111.8752806,125.7830399,119.4975418,112.900891,100.4646898,81.92395138,87.45510399,83.09298136,77.66341786,88.75874959,85.61170775,68.80335784,71.10525791
Central African Republic,CAF,Trade (% of GDP),NE.TRD.GNFS.ZS,57.45453674,62.2516546,62.29507257,63.72239745,69.25285968,64.76964499,70.87628866,73.20096774,73.94352311,64.93312236,73.5008478,67.22269528,58.74788774,65.10492521,71.07293707,61.05031664,51.51347707,59.52930382,57.3060779,57.56550683,66.30232808,58.44319389,56.40225873,60.76526042,58.89567164,53.6444942,46.80905809,46.39443456,42.79863463,46.76704756,42.94298352,43.70932169,43.22907608,39.98862202,48.41803223,50.47589112,47.08440503,55.81850836,51.04953188,43.2123439,45.65978199,39.73049974,36.10856478,36.231226,33.24395492,35.07093687,36.39587023,37.58089902,34.43752181,31.49424649,34.43048195,34.47561833,33.05944859,38.39928757,53.09509202,53.14514778,50.53064402,57.14354571,49.6602,50.0658,49.52102,44.15912,45.23357,43.48057021,46.43189998
Canada,CAN,Trade (% of GDP),NE.TRD.GNFS.ZS,,35.81046501,35.51131987,35.33177956,37.00155752,36.8945521,38.30529369,39.12421956,40.72738496,41.88589949,41.49227652,40.68695859,41.84908645,44.28828225,48.08450197,45.85565452,44.26534428,45.75837883,48.844518,52.23804738,53.31797572,52.10257413,46.6158828,46.70888359,52.47669843,52.84194653,53.06515011,50.8663918,51.36578114,50.06663401,49.99446442,49.22346685,52.73803094,58.25079615,64.39154415,69.06174808,70.26007346,74.33661008,78.08118536,80.11502931,82.76535785,78.34421839,75.70703208,69.84009462,70.19241999,69.75913302,68.05216448,66.28341975,67.02360836,58.47439182,60.2081215,62.49873877,62.59554894,62.2310749,64.37866216,66.16490207,65.36368452,65.10106085,66.59988585,66.17148528,61.15677096,62.24683672,67.31762156,66.63233134,65.14992127
Central Europe and the Baltics,CEB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.29647803,68.87839539,74.07055778,74.22183275,73.83077737,79.96618278,80.59117531,79.54472196,83.84674673,90.76346203,93.73208088,101.8881969,104.6820372,104.1851669,92.93197551,104.4649849,112.8839667,116.1208458,117.6828583,119.8751448,119.4135557,120.335513,123.3518798,123.8195006,121.3630139,114.6583109,125.5524259,139.8365093,123.6050078,116.3195126
Switzerland,CHE,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,82.88126301,78.64015292,76.68223639,77.62691223,82.5985025,74.05162581,78.90103078,87.31801034,83.61997806,87.77179373,94.88464535,95.97544663,88.2093026,87.21299623,91.78892404,92.99246253,87.08479379,81.10987508,83.49506517,88.42692283,82.50881868,78.22391289,78.88264528,77.67113369,76.15536381,76.25217291,78.75248496,88.46997846,88.21561677,89.8170141,97.93685621,96.03983789,91.78185086,90.33549611,95.51709446,102.2611721,106.2451548,113.3318578,116.7780001,109.7759846,120.0651233,125.5562732,126.4538605,133.6937084,120.2134234,117.1384822,123.5659245,123.6218076,124.4285043,124.1276122,121.785978,130.0162613,138.5006988,135.3200022,134.0951485
Channel Islands,CHI,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Trade (% of GDP),NE.TRD.GNFS.ZS,28.19589051,26.27984792,23.58506977,26.539351,25.04960504,25.61570778,27.38450848,26.62375088,26.44915763,29.79857602,27.96758898,22.62329095,22.29999149,28.00586382,37.95930987,49.44789876,43.47126788,40.8505713,42.46455645,46.72583757,47.2255574,40.96358863,39.49925359,44.23851308,46.54528559,49.97486668,51.23835927,53.34255856,58.15911277,62.62767565,61.20863778,57.50754716,55.5417477,52.91385306,52.80768395,54.6874836,53.92074989,54.09929818,53.83617852,54.69560983,58.71192309,62.14476697,62.4838519,65.69341959,69.88936005,72.06253424,73.71163504,76.97702471,80.67662624,66.68603096,69.71768014,72.48164281,68.15614289,65.14328795,65.63462812,59.34911048,56.05786109,56.02615897,58.17705063,57.61175457,58.18286356,64.87740632,75.20161774,60.72472369,63.85985725
China,CHN,Trade (% of GDP),NE.TRD.GNFS.ZS,6.30557628,5.808545537,5.565523019,5.662062298,5.716906571,5.899470472,5.92798923,5.582337495,5.578898189,4.941376789,4.82548633,4.945569997,5.667472185,8.083539278,10.33750657,9.976087395,9.591903357,9.320199322,15.39692423,16.51860706,21.5410562,23.74382559,19.65547476,17.88671351,18.99633981,20.67433728,19.84505414,24.81383367,30.01333892,25.06155489,24.22598248,25.87298149,30.03409405,35.90864166,35.60546352,34.10495216,33.62875123,34.31357632,32.17173994,33.22553808,39.01094248,38.08264695,42.19444234,51.07748013,58.64033404,61.36007494,63.56957986,61.266464,56.711133,44.41976443,49.85407223,49.94582723,47.48021308,45.91604138,44.06845648,38.69718484,36.17717069,36.95085262,36.89438439,35.19942027,34.03895079,36.52069118,37.44071988,36.10519237,37.19842014
Cote d'Ivoire,CIV,Trade (% of GDP),NE.TRD.GNFS.ZS,57.14406757,63.39605592,60.1395535,57.45531759,60.60880001,66.94763093,65.10334587,65.01500699,68.6948357,63.83159118,64.8769567,60.63731917,62.51877165,68.98587056,84.07307131,73.31336679,77.98922386,78.95660403,73.95669728,72.26592824,76.18028969,77.45919888,75.75002167,72.68017697,77.10319819,79.17251371,69.67735716,63.05024828,58.37827152,61.08854404,58.80149561,56.99782131,60.02506534,55.34852185,69.83665802,76.20234391,52.80429442,54.00629034,53.65383379,55.89356269,54.96399163,53.11410472,55.90194823,53.26006068,58.1182963,62.82093604,63.69037706,61.43094235,61.9406213,66.67290375,67.47294008,64.71590306,70.30108932,58.35267925,53.68041756,52.71536046,47.56631389,48.65960504,46.04002824,44.66041058,41.94263182,45.11403278,52.86639104,48.81700391,51.26403794
